index,order_id,cust_id,gender,age,age_group,date,month,status,channel_,sku,category,size,qty,amount,state,ship_postal_code,b2b,year,day
12741.0,408-4695759-7581915,4695759.0,Women,26.0,Teenager,2022-05-10,5,Delivered,Nalli,MEN5004-KR-L,kurta,L,1.0,495.0,UTTAR PRADESH,201012.0,False,2022,10
12742.0,404-3216318-2991520,3216318.0,Women,39.0,Adult,2022-05-10,5,Returned,Ajio,JNE3368-KR-XXXL,kurta,3XL,1.0,471.0,UTTARAKHAND,248003.0,False,2022,10
12743.0,406-6478126-1346764,6478126.0,Women,20.0,Teenager,2022-05-10,5,Delivered,Flipkart,J0048-TP-S,Top,S,1.0,333.0,TAMIL NADU,600083.0,False,2022,10
12744.0,404-9553340-0337137,9553340.0,Men,38.0,Adult,2022-05-10,5,Delivered,Myntra,J0013-SKD-XXL,Set,XXL,1.0,1072.0,KARNATAKA,560096.0,False,2022,10
12745.0,403-7195341-5489165,7195341.0,Men,43.0,Adult,2022-05-10,5,Delivered,Others,JNE3797-KR-XXL,Western Dress,XXL,1.0,725.0,TELANGANA,500072.0,False,2022,10
12746.0,408-6499608-7251566,6499608.0,Women,40.0,Adult,2022-05-10,5,Delivered,Amazon,NW020-ST-SR-XS,Set,XS,1.0,674.0,WEST BENGAL,733101.0,False,2022,10
12747.0,406-5186904-3528349,5186904.0,Women,49.0,Adult,2022-05-10,5,Delivered,Amazon,JNE2171-KR-437-M,kurta,M,3.0,1572.0,HARYANA,123029.0,False,2022,10
12748.0,403-0444071-8214736,444071.0,Men,45.0,Adult,2022-05-10,5,Delivered,Nalli,SET219-KR-PP-M,Set,M,1.0,655.0,KARNATAKA,560078.0,False,2022,10
12749.0,402-9533820-2293162,9533820.0,Men,35.0,Adult,2022-05-10,5,Delivered,Amazon,SET345-KR-NP-M,Set,M,1.0,618.0,TAMIL NADU,600116.0,False,2022,10
12750.0,405-4806162-5231533,4806162.0,Women,32.0,Adult,2022-05-10,5,Delivered,Amazon,J0376-SKD-M,Set,M,1.0,969.0,UTTAR PRADESH,284001.0,False,2022,10
12751.0,405-8571710-0420310,8571710.0,Women,20.0,Teenager,2022-05-10,5,Delivered,Amazon,SET433-KR-NP-XL,Set,XL,1.0,543.0,MAHARASHTRA,400071.0,False,2022,10
12752.0,402-7589626-9380366,7589626.0,Women,45.0,Adult,2022-05-10,5,Delivered,Flipkart,MEN5020-KR-XXXL,kurta,3XL,1.0,452.0,GUJARAT,380015.0,False,2022,10
12753.0,171-0986068-0734708,986068.0,Women,42.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE2014-KR-178-L,kurta,L,1.0,353.0,KARNATAKA,560049.0,False,2022,10
12754.0,402-5022371-4880337,5022371.0,Women,18.0,Teenager,2022-05-10,5,Delivered,Ajio,SET198-KR-NP-A-L,Set,L,1.0,523.0,JHARKHAND,826005.0,False,2022,10
12755.0,407-9482375-7951508,9482375.0,Women,30.0,Adult,2022-05-10,5,Delivered,Amazon,SAR028,Saree,Free,1.0,1165.0,MADHYA PRADESH,452001.0,False,2022,10
12756.0,407-4742403-6214721,4742403.0,Men,53.0,Senior,2022-05-10,5,Delivered,Flipkart,SET293-KR-NP-M,Set,M,1.0,692.0,GUJARAT,380001.0,False,2022,10
12757.0,407-6987752-0812346,6987752.0,Men,36.0,Adult,2022-05-10,5,Delivered,Myntra,J0001-DR-M,Ethnic Dress,M,1.0,690.0,UTTAR PRADESH,201014.0,False,2022,10
12758.0,405-7539414-0311501,7539414.0,Women,30.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE3568-KR-S,kurta,S,1.0,399.0,HARYANA,134109.0,False,2022,10
12759.0,406-6240356-4989127,6240356.0,Men,40.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3797-KR-XL,Western Dress,XL,1.0,735.0,DELHI,110096.0,False,2022,10
12760.0,406-0342061-5549977,342061.0,Women,45.0,Adult,2022-05-10,5,Delivered,Myntra,J0124-TP-L,Top,L,1.0,553.0,DELHI,110085.0,False,2022,10
12761.0,405-0410348-7346750,410348.0,Women,75.0,Senior,2022-05-10,5,Delivered,Meesho,JNE3795-KR-XL,kurta,XL,1.0,517.0,TELANGANA,506003.0,False,2022,10
12762.0,171-2933503-0181938,2933503.0,Men,52.0,Senior,2022-05-10,5,Delivered,Meesho,JNE3800-KR-S,Western Dress,S,1.0,735.0,TAMIL NADU,600021.0,False,2022,10
12763.0,171-1507696-9380348,1507696.0,Women,40.0,Adult,2022-05-10,5,Delivered,Ajio,JNE3405-KR-XXXL,kurta,3XL,1.0,449.0,TAMIL NADU,600039.0,False,2022,10
12764.0,406-0668690-7768359,668690.0,Men,18.0,Teenager,2022-05-10,5,Delivered,Amazon,J0003-SET-M,Set,M,1.0,655.0,WEST BENGAL,713301.0,False,2022,10
12765.0,171-5359516-5567516,5359516.0,Women,53.0,Senior,2022-05-10,5,Delivered,Myntra,J0096-KR-L,kurta,L,1.0,568.0,HARYANA,122505.0,False,2022,10
12766.0,408-9819705-7496313,9819705.0,Women,77.0,Senior,2022-05-10,5,Delivered,Flipkart,JNE3261-KR-XXL,kurta,XXL,1.0,376.0,MAHARASHTRA,422009.0,False,2022,10
12767.0,407-0539284-5061952,539284.0,Men,21.0,Teenager,2022-05-10,5,Delivered,Flipkart,SET392-KR-NP-M,Set,M,1.0,799.0,GOA,403804.0,False,2022,10
12768.0,407-0129149-8453152,129149.0,Women,46.0,Adult,2022-05-10,5,Delivered,Amazon,SET343-KR-NP-XXL,Set,XXL,1.0,850.0,RAJASTHAN,313001.0,False,2022,10
12769.0,403-3444070-0563518,3444070.0,Women,60.0,Senior,2022-05-10,5,Delivered,Amazon,JNE3405-KR-XXL,kurta,XXL,1.0,449.0,UTTAR PRADESH,273013.0,False,2022,10
12770.0,403-3444070-0563518,3444070.0,Women,24.0,Teenager,2022-05-10,5,Delivered,Flipkart,JNE3571-KR-S,kurta,S,1.0,487.0,ODISHA,754100.0,False,2022,10
12771.0,403-3159513-4078740,3159513.0,Women,26.0,Teenager,2022-05-10,5,Delivered,Myntra,JNE3818-KR-M,kurta,M,1.0,475.0,MAHARASHTRA,411041.0,False,2022,10
12772.0,402-6906258-6085151,6906258.0,Women,26.0,Teenager,2022-05-10,5,Delivered,Ajio,SET374-KR-NP-S,Set,S,1.0,597.0,KARNATAKA,560068.0,False,2022,10
12773.0,406-0869065-7020352,869065.0,Women,57.0,Senior,2022-05-10,5,Delivered,Ajio,J0170-TP-A-XL,Top,XL,1.0,329.0,MAHARASHTRA,412207.0,False,2022,10
12774.0,171-1505298-3591510,1505298.0,Men,31.0,Adult,2022-05-10,5,Delivered,Amazon,SET267-KR-NP-XS,Set,XS,1.0,852.0,KERALA,682025.0,False,2022,10
12775.0,404-6550827-2936354,6550827.0,Women,45.0,Adult,2022-05-10,5,Delivered,Amazon,SET280-KR-PP-S,Set,S,1.0,790.0,MAHARASHTRA,411033.0,False,2022,10
12776.0,171-5084078-2383526,5084078.0,Women,43.0,Adult,2022-05-10,5,Delivered,Meesho,JNE3463-KR-L,kurta,L,1.0,540.0,MAHARASHTRA,411028.0,False,2022,10
12777.0,404-5774173-6896311,5774173.0,Women,76.0,Senior,2022-05-10,5,Delivered,Flipkart,SET247-KR-SHA-XS,Set,XS,1.0,680.0,MAHARASHTRA,411047.0,False,2022,10
12778.0,405-4821253-3207520,4821253.0,Women,23.0,Teenager,2022-05-10,5,Delivered,Amazon,J0190-TP-S,Top,S,1.0,360.0,TAMIL NADU,600043.0,False,2022,10
12779.0,402-8538054-5903516,8538054.0,Men,21.0,Teenager,2022-05-10,5,Delivered,Myntra,SET286-KR-NP-M,Set,M,1.0,636.0,GOA,403720.0,False,2022,10
12780.0,408-5339718-8611562,5339718.0,Women,31.0,Adult,2022-05-10,5,Delivered,Myntra,J0344-TP-XL,Top,XL,1.0,469.0,KERALA,682036.0,False,2022,10
12781.0,405-6270222-5910704,6270222.0,Women,24.0,Teenager,2022-05-10,5,Refunded,Myntra,JNE2199-KR-411-A-L,kurta,L,1.0,353.0,ANDHRA PRADESH,524121.0,False,2022,10
12782.0,406-7943053-5266712,7943053.0,Women,57.0,Senior,2022-05-10,5,Delivered,Others,J0008-SKD-XXL,Set,XXL,1.0,1075.0,CHHATTISGARH,490001.0,False,2022,10
12783.0,171-0350833-8184377,350833.0,Women,64.0,Senior,2022-05-10,5,Delivered,Nalli,SET278-KR-NP-XS,Set,XS,1.0,1523.0,UTTAR PRADESH,207001.0,False,2022,10
12784.0,405-0058994-9416314,58994.0,Men,38.0,Adult,2022-05-10,5,Returned,Amazon,SET110-KR-PP-S,Set,S,1.0,837.0,TELANGANA,503002.0,False,2022,10
12785.0,171-7535850-1501954,7535850.0,Women,49.0,Adult,2022-05-10,5,Delivered,Myntra,JNE3396-KR-XL,kurta,XL,1.0,487.0,DELHI,110034.0,False,2022,10
12786.0,171-7535850-1501954,7535850.0,Women,28.0,Teenager,2022-05-10,5,Delivered,Myntra,JNE3399-KR-L,kurta,L,1.0,435.0,TELANGANA,500034.0,False,2022,10
12787.0,171-8246887-6111523,8246887.0,Women,57.0,Senior,2022-05-10,5,Delivered,Flipkart,PJ0096-KR-N-6XL,kurta,6XL,1.0,688.0,TAMIL NADU,600082.0,False,2022,10
12788.0,405-1304304-3349933,1304304.0,Men,41.0,Adult,2022-05-10,5,Delivered,Flipkart,SET247-KR-SHA-L,Set,L,1.0,680.0,KARNATAKA,560066.0,False,2022,10
12789.0,408-1495441-1153129,1495441.0,Women,54.0,Senior,2022-05-10,5,Delivered,Amazon,JNE2049-KR-351-XXXL1,kurta,3XL,1.0,435.0,TAMIL NADU,641035.0,False,2022,10
12790.0,407-2629661-9195519,2629661.0,Women,19.0,Teenager,2022-05-10,5,Delivered,Myntra,MEN5025-KR-L,kurta,L,1.0,549.0,KARNATAKA,560067.0,False,2022,10
12791.0,406-1193386-0732357,1193386.0,Women,32.0,Adult,2022-05-10,5,Delivered,Ajio,J0230-SKD-M,Set,M,1.0,1111.0,KARNATAKA,570015.0,False,2022,10
12792.0,171-8405102-0368325,8405102.0,Women,22.0,Teenager,2022-05-10,5,Delivered,Myntra,SET257-KR-PP-M,Set,M,1.0,568.0,TAMIL NADU,600078.0,False,2022,10
12793.0,402-0792242-4149111,792242.0,Men,22.0,Teenager,2022-05-10,5,Delivered,Flipkart,JNE3905-DR-XXL,Western Dress,XXL,1.0,625.0,UTTAR PRADESH,201301.0,False,2022,10
12794.0,406-0584503-6718731,584503.0,Men,53.0,Senior,2022-05-10,5,Cancelled,Myntra,SET286-KR-NP-XXL,Set,XXL,1.0,626.0,KARNATAKA,560076.0,False,2022,10
12795.0,405-3776262-8903547,3776262.0,Women,19.0,Teenager,2022-05-10,5,Delivered,Amazon,J0328-KR-XXXL,kurta,3XL,1.0,939.0,TELANGANA,500032.0,False,2022,10
12796.0,405-8718592-0509131,8718592.0,Women,45.0,Adult,2022-05-10,5,Delivered,Meesho,SET295-KR-NP-XXL,Set,XXL,1.0,761.0,JHARKHAND,815301.0,False,2022,10
12797.0,403-4428038-8435565,4428038.0,Women,55.0,Senior,2022-05-10,5,Delivered,Myntra,J0204-TP-XXXL,Top,3XL,1.0,1039.0,HARYANA,122001.0,False,2022,10
12798.0,171-6577176-0910764,6577176.0,Women,68.0,Senior,2022-05-10,5,Delivered,Myntra,SET345-KR-NP-XL,Set,XL,1.0,626.0,KERALA,680507.0,False,2022,10
12799.0,402-7636613-6949958,7636613.0,Women,20.0,Teenager,2022-05-10,5,Returned,Ajio,J0230-SKD-L,Set,L,1.0,969.0,MAHARASHTRA,421201.0,False,2022,10
12800.0,406-4545414-1461134,4545414.0,Women,53.0,Senior,2022-05-10,5,Delivered,Meesho,J0247-SKD-XS,Set,XS,1.0,820.0,UTTAR PRADESH,226015.0,False,2022,10
12801.0,171-3704510-4429918,3704510.0,Women,37.0,Adult,2022-05-10,5,Delivered,Myntra,JNE3373-KR-XL,kurta,XL,1.0,376.0,DELHI,110051.0,False,2022,10
12802.0,408-9325740-8114749,9325740.0,Women,56.0,Senior,2022-05-10,5,Delivered,Flipkart,SET345-KR-NP-M,Set,M,1.0,635.0,WEST BENGAL,700030.0,False,2022,10
12803.0,407-1652244-6369157,1652244.0,Women,46.0,Adult,2022-05-10,5,Delivered,Myntra,J0122-TP-XXL,Top,XXL,1.0,320.0,MAHARASHTRA,400077.0,False,2022,10
12804.0,404-1586840-8275566,1586840.0,Women,26.0,Teenager,2022-05-10,5,Delivered,Flipkart,JNE3256-KR-XXXL,kurta,3XL,1.0,487.0,KERALA,671315.0,False,2022,10
12805.0,171-0345641-0514757,345641.0,Women,20.0,Teenager,2022-05-10,5,Delivered,Others,J0003-SET-XS,Set,XS,1.0,655.0,KARNATAKA,560068.0,False,2022,10
12806.0,408-8757866-5069168,8757866.0,Women,26.0,Teenager,2022-05-10,5,Delivered,Flipkart,J0331-KR-M,kurta,M,1.0,782.0,KERALA,680307.0,False,2022,10
12807.0,408-3405542-7434733,3405542.0,Women,44.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3294-KR-M,kurta,M,1.0,432.0,TAMIL NADU,600073.0,False,2022,10
12808.0,403-7357986-6012363,7357986.0,Women,74.0,Senior,2022-05-10,5,Delivered,Myntra,JNE3813-KR-L,kurta,L,1.0,627.0,MAHARASHTRA,400082.0,False,2022,10
12809.0,404-0250581-5506753,250581.0,Men,44.0,Adult,2022-05-10,5,Delivered,Amazon,J0147-SET-XXL,Set,XXL,1.0,599.0,MEGHALAYA,794001.0,False,2022,10
12810.0,404-7849243-0536354,7849243.0,Women,44.0,Adult,2022-05-10,5,Returned,Myntra,J0112-TP-XXXL,Top,3XL,1.0,354.0,WEST BENGAL,700041.0,False,2022,10
12811.0,408-5650530-8672360,5650530.0,Women,53.0,Senior,2022-05-10,5,Returned,Amazon,SET288-KR-NP-M,Set,M,1.0,685.0,MAHARASHTRA,415002.0,False,2022,10
12812.0,406-7554010-4909153,7554010.0,Women,33.0,Adult,2022-05-10,5,Delivered,Myntra,SET254-KR-NP-S,Set,S,1.0,886.0,UTTARAKHAND,263601.0,False,2022,10
12813.0,403-7553060-9162703,7553060.0,Women,29.0,Teenager,2022-05-10,5,Delivered,Amazon,JNE3371-KR-XXL,kurta,XXL,1.0,353.0,KARNATAKA,560077.0,False,2022,10
12814.0,403-7553060-9162703,7553060.0,Women,20.0,Teenager,2022-05-10,5,Delivered,Ajio,JNE3160-KR-G-S,kurta,S,1.0,749.0,ANDHRA PRADESH,522201.0,False,2022,10
12815.0,404-5540273-1877122,5540273.0,Men,25.0,Teenager,2022-05-10,5,Delivered,Myntra,SET233-KR-PP-XXXL,Set,3XL,1.0,529.0,JAMMU & KASHMIR,180020.0,False,2022,10
12816.0,405-3072721-2555566,3072721.0,Men,44.0,Adult,2022-05-10,5,Delivered,Flipkart,J0351-SET-XS,Set,XS,1.0,630.0,DELHI,110095.0,False,2022,10
12817.0,402-3950160-3035511,3950160.0,Men,51.0,Senior,2022-05-10,5,Delivered,Amazon,J0154-DR-XXL,Western Dress,XXL,1.0,377.0,KARNATAKA,570002.0,False,2022,10
12818.0,404-1342301-9455545,1342301.0,Women,58.0,Senior,2022-05-10,5,Delivered,Flipkart,JNE3833-KR-S,kurta,S,1.0,521.0,TELANGANA,500039.0,False,2022,10
12819.0,171-3687359-8022709,3687359.0,Women,20.0,Teenager,2022-05-10,5,Delivered,Flipkart,J0041-SET-M,Set,M,1.0,612.0,DELHI,110053.0,False,2022,10
12820.0,408-2802779-8094761,2802779.0,Men,22.0,Teenager,2022-05-10,5,Delivered,Flipkart,NW012-TP-PJ-M,Set,M,1.0,521.0,PUNJAB,140507.0,False,2022,10
12821.0,407-7427582-6333940,7427582.0,Women,39.0,Adult,2022-05-10,5,Delivered,Flipkart,SET408-KR-NP-XL,Set,XL,1.0,499.0,UTTAR PRADESH,201009.0,False,2022,10
12822.0,403-5867814-7969149,5867814.0,Men,66.0,Senior,2022-05-10,5,Delivered,Nalli,J0239-SKD-M,Set,M,1.0,1324.0,DELHI,110017.0,False,2022,10
12823.0,402-0181636-2982760,181636.0,Women,32.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE3813-KR-XXL,kurta,XXL,1.0,627.0,KARNATAKA,560067.0,False,2022,10
12824.0,403-5995803-1764331,5995803.0,Men,38.0,Adult,2022-05-10,5,Delivered,Ajio,JNE3798-KR-XXL,Western Dress,XXL,1.0,771.0,KARNATAKA,560064.0,False,2022,10
12825.0,407-1736313-7319521,1736313.0,Women,39.0,Adult,2022-05-10,5,Delivered,Flipkart,J0344-TP-M,Top,M,1.0,550.0,MAHARASHTRA,401202.0,False,2022,10
12826.0,408-3187292-4999539,3187292.0,Women,47.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3567-KR-XXL,kurta,XXL,1.0,399.0,WEST BENGAL,700150.0,False,2022,10
12827.0,402-4579820-7817145,4579820.0,Women,37.0,Adult,2022-05-10,5,Delivered,Flipkart,SET288-KR-NP-XXXL,Set,3XL,1.0,631.0,MAHARASHTRA,411058.0,False,2022,10
12828.0,403-7158910-8445109,7158910.0,Women,40.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3613-KR-XL,kurta,XL,1.0,399.0,GUJARAT,389001.0,False,2022,10
12829.0,403-7158910-8445109,7158910.0,Women,64.0,Senior,2022-05-10,5,Delivered,Myntra,JNE3373-KR-XXXL,kurta,3XL,1.0,382.0,GUJARAT,363641.0,False,2022,10
12830.0,171-9528526-3672354,9528526.0,Women,24.0,Teenager,2022-05-10,5,Delivered,Others,SET352-KR-NP-S,Set,S,1.0,486.0,KARNATAKA,560087.0,False,2022,10
12831.0,405-0234998-4509935,234998.0,Men,37.0,Adult,2022-05-10,5,Delivered,Myntra,SET331-KR-NP-XXL,Set,XXL,1.0,635.0,KERALA,683562.0,False,2022,10
12832.0,403-4357489-6189903,4357489.0,Women,47.0,Adult,2022-05-10,5,Delivered,Amazon,J0013-SKD-L,Set,L,1.0,1085.0,HARYANA,125005.0,False,2022,10
12833.0,404-0554873-8993127,554873.0,Women,66.0,Senior,2022-05-10,5,Delivered,Meesho,JNE3634-KR-L,kurta,L,1.0,511.0,DELHI,110092.0,False,2022,10
12834.0,402-8552997-2185101,8552997.0,Women,26.0,Teenager,2022-05-10,5,Returned,Flipkart,JNE3510-KR-L,kurta,L,1.0,471.0,TELANGANA,500019.0,False,2022,10
12835.0,403-0631546-6281116,631546.0,Women,49.0,Adult,2022-05-10,5,Delivered,Flipkart,SET184-KR-PP-M,Set,M,1.0,563.0,UTTAR PRADESH,211011.0,False,2022,10
12836.0,405-1210263-0076346,1210263.0,Men,76.0,Senior,2022-05-10,5,Delivered,Myntra,SET331-KR-NP-XXL,Set,XXL,1.0,597.0,KARNATAKA,590008.0,False,2022,10
12837.0,403-2202740-4477132,2202740.0,Men,45.0,Adult,2022-05-10,5,Delivered,Myntra,JNE3861-DR-XL,Western Dress,XL,1.0,791.0,KARNATAKA,560002.0,False,2022,10
12838.0,171-0689886-0210725,689886.0,Women,19.0,Teenager,2022-05-10,5,Cancelled,Myntra,JNE3721-KR-L,kurta,L,1.0,292.0,UTTARAKHAND,248001.0,False,2022,10
12839.0,408-3898259-4979566,3898259.0,Women,34.0,Adult,2022-05-10,5,Delivered,Myntra,SET385-KR-NP-XL,Set,XL,1.0,629.0,DELHI,110084.0,False,2022,10
12840.0,405-8035614-3864354,8035614.0,Women,18.0,Teenager,2022-05-10,5,Refunded,Flipkart,JNE3439-KR-XS,kurta,XS,1.0,399.0,KARNATAKA,560071.0,False,2022,10
12841.0,406-0719567-5674700,719567.0,Women,37.0,Adult,2022-05-10,5,Delivered,Myntra,J0119-TP-M,Top,M,1.0,758.0,TAMIL NADU,600040.0,False,2022,10
12842.0,408-1881556-5699520,1881556.0,Men,41.0,Adult,2022-05-10,5,Delivered,Flipkart,J0012-SKD-S,Set,S,1.0,1140.0,TELANGANA,500073.0,False,2022,10
12843.0,405-3583390-0666733,3583390.0,Women,29.0,Teenager,2022-05-10,5,Delivered,Myntra,JNE3786-KR-XS,kurta,XS,1.0,349.0,MAHARASHTRA,421202.0,False,2022,10
12844.0,402-7383774-2604356,7383774.0,Men,27.0,Teenager,2022-05-10,5,Delivered,Meesho,SET377-KR-NP-XL,Set,XL,1.0,1068.0,ASSAM,785004.0,False,2022,10
12845.0,171-7231377-8198760,7231377.0,Men,29.0,Teenager,2022-05-10,5,Cancelled,Myntra,SET269-KR-NP-XXXL,Set,3XL,1.0,824.0,ASSAM,781028.0,False,2022,10
12846.0,171-2454942-4121116,2454942.0,Men,30.0,Adult,2022-05-10,5,Delivered,Amazon,SET217-KR-PP-XXL,Set,XXL,1.0,859.0,TELANGANA,500061.0,False,2022,10
12847.0,407-8134847-8440360,8134847.0,Women,72.0,Senior,2022-05-10,5,Delivered,Amazon,JNE3160-KR-M,kurta,M,1.0,729.0,KARNATAKA,570026.0,False,2022,10
12848.0,407-8134847-8440360,8134847.0,Women,34.0,Adult,2022-05-10,5,Refunded,Amazon,JNE3373-KR-S,kurta,S,1.0,364.0,TAMIL NADU,632602.0,False,2022,10
12849.0,407-7883244-3525919,7883244.0,Women,49.0,Adult,2022-05-10,5,Delivered,Ajio,JNE3368-KR-XS,kurta,XS,1.0,471.0,UTTARAKHAND,263153.0,False,2022,10
12850.0,402-6241831-0094724,6241831.0,Women,47.0,Adult,2022-05-10,5,Delivered,Myntra,PJNE3440-KR-N-4XL,kurta,4XL,1.0,527.0,UTTAR PRADESH,281004.0,False,2022,10
12851.0,403-1839067-5047515,1839067.0,Women,41.0,Adult,2022-05-10,5,Delivered,Ajio,JNE1977-KR-237-M,kurta,M,1.0,310.0,KARNATAKA,581400.0,False,2022,10
12852.0,403-1627818-0669942,1627818.0,Men,46.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE3800-KR-XL,Western Dress,XL,1.0,735.0,TAMIL NADU,641035.0,False,2022,10
12853.0,406-9214981-5074747,9214981.0,Women,54.0,Senior,2022-05-10,5,Delivered,Amazon,SET268-KR-NP-XL,Set,XL,1.0,788.0,DELHI,110023.0,False,2022,10
12854.0,407-0959732-4308365,959732.0,Women,46.0,Adult,2022-05-10,5,Delivered,Nalli,JNE3396-KR-L,kurta,L,1.0,458.0,MAHARASHTRA,400055.0,False,2022,10
12855.0,407-1249143-4885958,1249143.0,Women,57.0,Senior,2022-05-10,5,Delivered,Ajio,SET288-KR-NP-XXL,Set,XXL,1.0,684.0,MAHARASHTRA,444805.0,False,2022,10
12856.0,407-5230277-9481922,5230277.0,Women,24.0,Teenager,2022-05-10,5,Delivered,Meesho,JNE3732-KR-L,kurta,L,1.0,418.0,KARNATAKA,560037.0,False,2022,10
12857.0,171-0999327-2233927,999327.0,Women,47.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3690-TU-XXXL,Top,3XL,1.0,518.0,MAHARASHTRA,400607.0,False,2022,10
12858.0,403-0935072-6941114,935072.0,Women,47.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE3510-KR-L,kurta,L,1.0,457.0,TAMIL NADU,600116.0,False,2022,10
12859.0,171-7278056-1245104,7278056.0,Women,46.0,Adult,2022-05-10,5,Delivered,Amazon,J0167-KR-L,kurta,L,1.0,319.0,PUNJAB,151301.0,False,2022,10
12860.0,405-7500793-7047516,7500793.0,Women,69.0,Senior,2022-05-10,5,Delivered,Flipkart,JNE3894-TP-XXL,Top,XXL,1.0,749.0,GOA,403601.0,False,2022,10
12861.0,403-1648497-9893945,1648497.0,Women,37.0,Adult,2022-05-10,5,Delivered,Amazon,MEN5003-KR-XXL,kurta,XXL,1.0,469.0,TAMIL NADU,600041.0,False,2022,10
12862.0,404-6480124-4243524,6480124.0,Women,37.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3363-KR-1032-M,kurta,M,1.0,376.0,TELANGANA,500067.0,False,2022,10
12863.0,404-0987377-4823503,987377.0,Men,18.0,Teenager,2022-05-10,5,Delivered,Nalli,JNE3797-KR-L,Western Dress,L,1.0,735.0,TAMIL NADU,600117.0,False,2022,10
12864.0,406-9527842-4376308,9527842.0,Women,66.0,Senior,2022-05-10,5,Delivered,Flipkart,MEN5002-KR-XXL,kurta,XXL,1.0,495.0,MAHARASHTRA,411033.0,False,2022,10
12865.0,406-3554061-1777913,3554061.0,Women,32.0,Adult,2022-05-10,5,Delivered,Amazon,JNE3567-KR-XXL,kurta,XXL,1.0,399.0,WEST BENGAL,713104.0,False,2022,10
12866.0,171-1065153-3318724,1065153.0,Women,19.0,Teenager,2022-05-10,5,Delivered,Amazon,J0119-TP-XXL,Top,XXL,1.0,540.0,DELHI,110091.0,False,2022,10
12867.0,406-9094233-9000310,9094233.0,Men,18.0,Teenager,2022-05-10,5,Delivered,Amazon,SET217-KR-PP-M,Set,M,1.0,859.0,DELHI,110015.0,False,2022,10
12868.0,408-1321191-3685164,1321191.0,Women,51.0,Senior,2022-05-10,5,Delivered,Ajio,JNE3775-KR-XXXL,kurta,3XL,1.0,291.0,RAJASTHAN,302016.0,False,2022,10
12869.0,408-6712238-1690720,6712238.0,Women,22.0,Teenager,2022-05-10,5,Delivered,Nalli,JNE3370-KR-S,kurta,S,1.0,305.0,MAHARASHTRA,411038.0,False,2022,10
12870.0,171-2183326-5574757,2183326.0,Women,32.0,Adult,2022-05-10,5,Delivered,Myntra,JNE3405-KR-XL,kurta,XL,1.0,449.0,TELANGANA,500078.0,False,2022,10
12871.0,403-3050575-8581900,3050575.0,Men,19.0,Teenager,2022-05-10,5,Delivered,Flipkart,SET282-KR-PP-XXL,Set,XXL,1.0,1033.0,UTTAR PRADESH,227405.0,False,2022,10
12872.0,408-3224303-6868301,3224303.0,Women,30.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE3576-KR-XS,kurta,XS,1.0,487.0,WEST BENGAL,700036.0,False,2022,10
12873.0,407-0630605-1117965,630605.0,Women,22.0,Teenager,2022-05-10,5,Delivered,Amazon,JNE3468-KR-XXL,kurta,XXL,1.0,352.0,ANDHRA PRADESH,524003.0,False,2022,10
12874.0,171-0959545-6575530,959545.0,Women,40.0,Adult,2022-05-10,5,Delivered,Flipkart,JNE3465-KR-XXL,kurta,XXL,1.0,486.0,MAHARASHTRA,400064.0,False,2022,10
12875.0,405-7551212-6641108,7551212.0,Women,43.0,Adult,2022-05-10,5,Returned,Ajio,J0003-SET-XXXL,Set,3XL,1.0,664.0,MAHARASHTRA,431005.0,False,2022,10
12876.0,405-5118869-1481914,5118869.0,Women,73.0,Senior,2022-05-10,5,Delivered,Amazon,JNE3440-KR-N-XS,kurta,XS,1.0,379.0,MAHARASHTRA,400053.0,False,2022,10
12877.0,402-7764902-6605953,7764902.0,Women,37.0,Adult,2022-05-10,5,Delivered,Myntra,SET291-KR-PP-L,Set,L,1.0,569.0,TELANGANA,500064.0,False,2022,10
12878.0,402-9452441-4472360,9452441.0,Men,28.0,Teenager,2022-05-10,5,Delivered,Others,J0095-SET-XXXL,Set,3XL,1.0,643.0,UTTAR PRADESH,226023.0,False,2022,10
12879.0,403-4372931-5831540,4372931.0,Men,22.0,Teenager,2022-05-10,5,Delivered,Amazon,SET317-KR-PP-S,Set,S,1.0,1199.0,CHANDIGARH,160015.0,False,2022,10
12880.0,405-0842641-4354705,842641.0,Women,67.0,Senior,2022-05-10,5,Delivered,Meesho,J0012-SKD-XXXL,Set,3XL,1.0,1140.0,TAMIL NADU,641028.0,False,2022,10
12881.0,404-6702267-8153935,6702267.0,Women,19.0,Teenager,2022-05-10,5,Delivered,Amazon,MEN5023-KR-M,kurta,M,1.0,547.0,ODISHA,751007.0,False,2022,10
